gene_symbol	hgnc_id	gene_name	panel_count	green_panel_count	panel_ids	panel_names	modes_of_inheritance	phenotypes	has_panelapp_green_support
ACTG1	HGNC:144	actin gamma 1	6	6	126;285;478;486;490;496	Childhood onset leukodystrophy;Fetal anomalies;Hypotonic infant;Intellectual disability;Monogenic hearing loss;Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	#604717;Abnormally shaped ears;Arched eyebrows;Audiogram shows sloping configuration;BARAITSER-WINTER SYNDROME;BARAITSER-WINTER SYNDROME 2;BRWS2;Baraitser Winter Syndrome;Baraitser-Winter syndrome 2, 614583;Deafness (in some patients);Deafness, autosomal dominant 20/26, 604717;Deafness, autosomal dominant 20/26, 604717Baraitser-Winter syndrome 2, 614583;Deafness, profound, by 6th decade;Enlarged ventricles (in some patients);Epilepsy;Eye coloboma (in some patients);Hearing loss begins with loss of high frequencies;Hearing loss, sensorineural, bilateral, progressive;Heart defect (in some patients);Hypertelorism/telecanthus;Intellectual disabilityPachygyria/lissencephalyAgenesis of corpus callosum (in some patients);Kyphosis/scoliosis (in some patients);Large mouth;Large, squared nose tip;Long palpebral fissures;Long philtrum;Microphthalmia (in some patients);Pectus (in some patients);Pointed chin;Prominent nasal root on profile;Prominent/full/wide cheeks;Pterygium colli (in some patients);Ptosis;Retrognathia (in some patients);Short neck (in some patients);Short, upturned nose;Thick/prominent/everted lower lipCleft lip/palate (in some patients);Thin upper lip;Trigonocephaly/metopic ridge;hearing loss	TRUE
ACTL6B	HGNC:160	actin like 6B	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal;BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Developmental and epileptic encephalopathy 76, OMIM:618468;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE 618468;INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEVERE SPEECH AND AMBULATION DEFECTS 618470;Intellectual developmental disorder with severe speech and ambulation defects, OMIM:618470	TRUE
ADARB1	HGNC:226	adenosine deaminase, RNA specific B1	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	ADARB1-associated Microcephaly, Intellectual Disability, and Seizures;Neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862	TRUE
AGO1	HGNC:3262	argonaute 1, RISC catalytic component	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	AGO1-related developmental disorder (monoallelic);Neurodevelopmental disorder with language delay and behavioral abnormalities, with or without seizures, OMIM:620292	TRUE
AGTPBP1	HGNC:17258	ATP/GTP binding protein 1	6	6	85;285;486;488;490;496	Childhood onset leukodystrophy;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary neuropathy;Hypotonic infant;Intellectual disability;Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	Early onset cerebellar atrophy, developmental delay, and feeding and respiratory difficulties, severe motor neuronopathy;NEURODEGENERATION, CHILDHOOD-ONSET, WITH CEREBELLAR ATROPHY, OMIM:618276;Neurodegeneration, childhood-onset, with cerebellar atrophy, 618276;Neurodegeneration, childhood-onset, with cerebellar atrophy, OMIM:618276	TRUE
ANO4	HGNC:23837	anoctamin 4	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	sporadic encephalopathic and familial epilepsy	TRUE
AP1G1	HGNC:555	adaptor related protein complex 1 gamma 1 subunit	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	AP1G1-related intellectual disability and epilepsy, monoallelic;AP1G1-related intellectual disability, biallelic;Epilepsy;Intellectual Disability;Neurodevelopmental disorder (NDD)	TRUE
AP2M1	HGNC:564	adaptor related protein complex 2 mu 1 subunit	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Ataxia;Autistic behavior;Developmental and Epileptic Encephalopathy;Generalized hypotonia;Global developmental delay;Intellectual developmental disorder 60 with seizures, 618587;Intellectual disability;Seizures	TRUE
ARFGEF1	HGNC:15772	ADP ribosylation factor guanine nucleotide exchange factor 1	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	ARFGEF1-related intellectual disability and epilepsy;Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures, OMIM:619964;Epilepsy, MONDO:0005027;Intellectual disability, MONDO:0001071	TRUE
ARHGEF9	HGNC:14561	Cdc42 guanine nucleotide exchange factor 9	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Developmental and epileptic encephalopathy 8, OMIM:300607;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 8 300607	TRUE
ASH1L	HGNC:19088	ASH1 like histone lysine methyltransferase	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	INTELLECTUAL DISABILITY;Intellectual developmental disorder, autosomal dominant 52, OMIM:617796;Mental retardation, autosomal dominant 52, 617796;intellectual disability	TRUE
ASXL2	HGNC:23805	additional sex combs like 2, transcriptional regulator	6	6	38;285;478;486;490;496	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders;Childhood onset leukodystrophy;Fetal anomalies;Hypotonic infant;Intellectual disability;Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Developmental delay, macrocephaly, and dysmorphic features;Shashi-Pena syndrome	617190;Shashi-Pena syndrome 617190;Shashi-Pena syndrome, OMIM:617190	TRUE
ATG7	HGNC:16935	autophagy related 7	6	6	285;478;486;488;490;496	Childhood onset leukodystrophy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	ATG7-related intellectual disability and ataxia, OMIM:619422;Spinocerebellar ataxia, autosomal recessive 31, OMIM:619422;ataxia;developmental delay	TRUE
ATP5O	HGNC:850	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	6	6	402;478;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hypotonic infant;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 7, OMIM:620359	TRUE
ATP6V1A	HGNC:851	ATPase H+ transporting V1 subunit A	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BOTH monoallelic and biallelic, autosomal or pseudoautosomal;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Autosomal Recessive Cutis Laxa (AR);Cutis laxa, autosomal recessive, type IID 617403;Developmental and epileptic encephalopathy 93, OMIM:618012;Epileptic encephalopathy, infantile or early childhood, 3 (AD);Epileptic encephalopathy, infantile or early childhood, 3 618012	TRUE
CA2	HGNC:1373	carbonic anhydrase 2	6	6	285;478;486;490;496;678	Childhood onset leukodystrophy;Fetal anomalies;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained young onset end-stage renal disease	BIALLELIC, autosomal or pseudoautosomal	OSTEOPETROSIS AUTOSOMAL RECESSIVE TYPE 3;OSTEOPETROSIS AUTOSOMAL RECESSIVE TYPE 3 (OPTB3);OSTEOPETROSIS AUTOSOMAL RECESSIVE TYPE 3 259730;Osteopetrosis with Renal Tubular Acidosis;Osteopetrosis, autosomal recessive 3, with renal tubular acidosis;Osteopetrosis, autosomal recessive 3, with renal tubular acidosis 259730;Osteopetrosis, autosomal recessive 3, with renal tubular acidosis, 259730;carbonic anhydrase II deficiency;intellectual disability	TRUE
CACNA1B	HGNC:1389	calcium voltage-gated channel subunit alpha1 B	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Abnormality of movement;Developmental regression;Global developmental delay;Intellectual disability;NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND NONEPILEPTIC HYPERKINETIC MOVEMENTS 618497;Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements, 618497;Progressive Epilepsy-Dyskinesia;Seizures	TRUE
CACNA1I	HGNC:1396	calcium voltage-gated channel subunit alpha1 I	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with speech impairment and with or without seizures, OMIM:620114	TRUE
CCDC32	HGNC:28295	coiled-coil domain containing 32	6	6	150;285;478;486;490;496	Childhood onset leukodystrophy;Fetal anomalies;Hypotonic infant;Intellectual disability;Paediatric disorders;Rare multisystem ciliopathy disorders	BIALLELIC, autosomal or pseudoautosomal	CCDC32-associated neurodevelopmental syndrome;Cardiofacioneurodevelopmental syndrome, OMIM:619123;cardiofacioneurodevelopmental syndrome, MONDO:0030873	TRUE
CDC6	HGNC:1744	cell division cycle 6	6	6	251;285;478;486;490;496	Childhood onset leukodystrophy;Deafness and congenital structural abnormalities;Fetal anomalies;Hypotonic infant;Intellectual disability;Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	Bilateral Microtia;MEIER-GORLIN SYNDROME 5 613805;Meier-Gorlin syndrome 5, OMIM:613805	TRUE
CDK19	HGNC:19338	cyclin dependent kinase 19	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	CDK19-associated Intellectual Disability and Epileptic Encephalopathy;Epileptic encephalopathy, early infantile 87 618916;Epileptic encephalopathy, early infantile, 87 618916	TRUE
CDK5	HGNC:1774	cyclin dependent kinase 5	6	6	286;402;478;486;488;1220	Cerebellar hypoplasia;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Lissencephaly 7 with cerebellar hypoplasia, OMIM:616342;lissencephaly 7 with cerebellar hypoplasia, MONDO:0014596	TRUE
CELF2	HGNC:2550	CUGBP Elav-like family member 2	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	CELF2-related neurodevelopmental disorder;Developmental and epileptic encephalopathy 97, OMIM:619561	TRUE
CHD5	HGNC:16816	chromodomain helicase DNA binding protein 5	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	CHD5-associated neurodevelopmental disorder with intellectual disability, speech delay and epilepsy;Epilepsy, MONDO:0005027;Intellectual disability, MONDO:0001071;OMIM:610771;Parenti-Mignot neurodevelopmental syndrome, OMIM:610771	TRUE
CHKA	HGNC:1937	choline kinase alpha	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Abnormal muscle tone;Abnormality of movement;Abnormality of nervous system morphology;CHKA-related neurodevelopmental disorder;Global developmental delay;Intellectual disability;Microcephaly;Seizures;Short stature	TRUE
CLDN5	HGNC:2047	claudin 5	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Brain calcifications;CLDN5-related neurodevelopmental disorder;epilepsy, MONDO:0005027;intellectual disability, MONDO:0001071	TRUE
CNOT1	HGNC:7877	CCR4-NOT transcription complex subunit 1	6	6	285;293;478;486;490;496	Childhood onset leukodystrophy;Fetal anomalies;Hypotonic infant;Intellectual disability;Neonatal diabetes;Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	HOLOPROSENCEPHALY 12 WITH OR WITHOUT PANCREATIC AGENESIS 618500;Holoprosencephaly 12, with or without pancreatic agenesis, 618500;Holoprosencephaly 12, with or without pancreatic agenesis, OMIM:618500;global developmental delay;holoprosencephaly 12 with or without pancreatic agenesis, MONDO:0032787;pancreatic agenesis and holoprosencephaly syndrome	TRUE
CNOT9	HGNC:10445	CCR4-NOT transcription complex subunit 9	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	CNOT9-related developmental disorder with seizures;epilepsy, MONDO:0005027;intellectual disability, MONDO:0001071	TRUE
CSNK2B	HGNC:2460	casein kinase 2 beta	6	6	285;402;486;490;496;1220	Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	CSNK2B-related developmental disorder (monoallelic);Poirier-Bienvenu neurodevelopmental syndrome, MONDO:0032889;Poirier-Bienvenu neurodevelopmental syndrome, OMIM:618732	TRUE
