gene_symbol	moi
UBAP2L	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
UBR5	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
UBR5	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
UGDH	BIALLELIC, autosomal or pseudoautosomal
UGP2	BIALLELIC, autosomal or pseudoautosomal
VARS	BIALLELIC, autosomal or pseudoautosomal
VPS33A	BIALLELIC, autosomal or pseudoautosomal
VPS41	BIALLELIC, autosomal or pseudoautosomal
WASF1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ZBTB47	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ZBTB47	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ZBTB7A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ZBTB7A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ZC4H2	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
ZNF142	BIALLELIC, autosomal or pseudoautosomal
ZNF526	BIALLELIC, autosomal or pseudoautosomal
TERT	BIALLELIC, autosomal or pseudoautosomal
TERT	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
NAGLU	BIALLELIC, autosomal or pseudoautosomal
NAGLU	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
NAGLU	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RYR1	BIALLELIC, autosomal or pseudoautosomal
RYR1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TCTN1	BIALLELIC, autosomal or pseudoautosomal
DSTYK	BIALLELIC, autosomal or pseudoautosomal
DSTYK	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
DSTYK	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DSTYK	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GJA1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
GJA1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GJA1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SHH	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SHH	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SHH	Unknown
WT1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
WT1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
WT1	Unknown
CLCN2	BIALLELIC, autosomal or pseudoautosomal
CLCN2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
COL2A1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
COL2A1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
COL2A1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DST	BIALLELIC, autosomal or pseudoautosomal
ERCC4	BIALLELIC, autosomal or pseudoautosomal
FREM1	BIALLELIC, autosomal or pseudoautosomal
KCNC3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KCNC3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LZTFL1	BIALLELIC, autosomal or pseudoautosomal
MT-ND6	MITOCHONDRIAL
MT-TK	MITOCHONDRIAL
MYH9	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MYH9	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NKX2-5	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NKX2-5	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NKX2-5	Unknown
SCARB2	BIALLELIC, autosomal or pseudoautosomal
WDR19	BIALLELIC, autosomal or pseudoautosomal
AGT	BIALLELIC, autosomal or pseudoautosomal
AGT	Unknown
AGXT	BIALLELIC, autosomal or pseudoautosomal
APOPT1	BIALLELIC, autosomal or pseudoautosomal
ATP8B1	BIALLELIC, autosomal or pseudoautosomal
ATP8B1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
BRCA2	BIALLELIC, autosomal or pseudoautosomal
CCDC88C	BIALLELIC, autosomal or pseudoautosomal
CCDC88C	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CCDC88C	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CISD2	BIALLELIC, autosomal or pseudoautosomal
COL11A1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
COL11A1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
COL6A3	BIALLELIC, autosomal or pseudoautosomal
COL6A3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CPS1	BIALLELIC, autosomal or pseudoautosomal
DYNC2H1	BIALLELIC, autosomal or pseudoautosomal
FANCA	BIALLELIC, autosomal or pseudoautosomal
FANCC	BIALLELIC, autosomal or pseudoautosomal
FANCF	BIALLELIC, autosomal or pseudoautosomal
FANCG	BIALLELIC, autosomal or pseudoautosomal
FANCI	BIALLELIC, autosomal or pseudoautosomal
FHL1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
FHL1	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
GLS	BIALLELIC, autosomal or pseudoautosomal
GLS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GLS	Unknown
HAX1	BIALLELIC, autosomal or pseudoautosomal
HYLS1	BIALLELIC, autosomal or pseudoautosomal
IFT140	BIALLELIC, autosomal or pseudoautosomal
IFT140	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
IFT27	BIALLELIC, autosomal or pseudoautosomal
KCND3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KCND3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KIF1C	BIALLELIC, autosomal or pseudoautosomal
LMX1B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
LMX1B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MANBA	BIALLELIC, autosomal or pseudoautosomal
MAT1A	BIALLELIC, autosomal or pseudoautosomal
MAT1A	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
MAT1A	Unknown
NBN	BIALLELIC, autosomal or pseudoautosomal
NDUFAF3	BIALLELIC, autosomal or pseudoautosomal
PPA2	BIALLELIC, autosomal or pseudoautosomal
PSAT1	BIALLELIC, autosomal or pseudoautosomal
RAD21	BIALLELIC, autosomal or pseudoautosomal
RAD21	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RAD21	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RAD21	Unknown
SBDS	BIALLELIC, autosomal or pseudoautosomal
SCP2	BIALLELIC, autosomal or pseudoautosomal
SCP2	Unknown
SLC20A2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SLC20A2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SOX2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SOX2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TACO1	BIALLELIC, autosomal or pseudoautosomal
TBX5	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TBX5	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TK2	BIALLELIC, autosomal or pseudoautosomal
TRPV4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TRPV4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TTR	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TTR	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TUBB	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TUBB	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
VPS53	BIALLELIC, autosomal or pseudoautosomal
ABCB11	BIALLELIC, autosomal or pseudoautosomal
ADCY5	BIALLELIC, autosomal or pseudoautosomal
ADCY5	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
ADCY5	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ADCY5	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
AGL	BIALLELIC, autosomal or pseudoautosomal
AKR1D1	BIALLELIC, autosomal or pseudoautosomal
ALAS2	X-LINKED: hemizygous mutation in males, biallelic mutations in females
ALAS2	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
ALDOB	BIALLELIC, autosomal or pseudoautosomal
ATL1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
ATL1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ATL1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ATP8A2	BIALLELIC, autosomal or pseudoautosomal
AUH	BIALLELIC, autosomal or pseudoautosomal
B9D1	BIALLELIC, autosomal or pseudoautosomal
BORCS8	BIALLELIC, autosomal or pseudoautosomal
BRIP1	BIALLELIC, autosomal or pseudoautosomal
CBS	BIALLELIC, autosomal or pseudoautosomal
CDKN1C	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CDKN1C	MONOALLELIC, autosomal or pseudoautosomal, paternally imprinted (maternal allele expressed)
CLDN19	BIALLELIC, autosomal or pseudoautosomal
COX7B	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
CTDP1	BIALLELIC, autosomal or pseudoautosomal
CYC1	BIALLELIC, autosomal or pseudoautosomal
DHTKD1	BIALLELIC, autosomal or pseudoautosomal
ERCC1	BIALLELIC, autosomal or pseudoautosomal
FANCD2	BIALLELIC, autosomal or pseudoautosomal
FANCE	BIALLELIC, autosomal or pseudoautosomal
FASTKD2	BIALLELIC, autosomal or pseudoautosomal
FGF10	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FGF10	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GATA2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GATA2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GDAP1	BIALLELIC, autosomal or pseudoautosomal
GDAP1	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
GNS	BIALLELIC, autosomal or pseudoautosomal
GSS	BIALLELIC, autosomal or pseudoautosomal
GUCY2C	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
GUCY2C	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GUCY2C	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
HADH	BIALLELIC, autosomal or pseudoautosomal
HLCS	BIALLELIC, autosomal or pseudoautosomal
HOXA1	BIALLELIC, autosomal or pseudoautosomal
HOXA13	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HOXA13	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
HPSE2	BIALLELIC, autosomal or pseudoautosomal
HSD3B7	BIALLELIC, autosomal or pseudoautosomal
IQCB1	BIALLELIC, autosomal or pseudoautosomal
KCNJ2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KCNJ2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KIF14	BIALLELIC, autosomal or pseudoautosomal
LIPT1	BIALLELIC, autosomal or pseudoautosomal
LRP4	BIALLELIC, autosomal or pseudoautosomal
LRP4	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
MT-ND1	MITOCHONDRIAL
NDUFA11	BIALLELIC, autosomal or pseudoautosomal
NFU1	BIALLELIC, autosomal or pseudoautosomal
NOTCH2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NOTCH2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NT5C3A	BIALLELIC, autosomal or pseudoautosomal
PALB2	BIALLELIC, autosomal or pseudoautosomal
PGK1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
PHOX2B	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
PHOX2B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PHOX2B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PNPO	BIALLELIC, autosomal or pseudoautosomal
PSPH	BIALLELIC, autosomal or pseudoautosomal
SAR1B	BIALLELIC, autosomal or pseudoautosomal
SIX3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SIX3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SLC22A5	BIALLELIC, autosomal or pseudoautosomal
SLC6A19	BIALLELIC, autosomal or pseudoautosomal
STS	X-LINKED: hemizygous mutation in males, biallelic mutations in females
STS	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
TAB2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TAB2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TBX20	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TBX20	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TFAP2A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TFAP2A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TMEM106B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TMEM106B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
UGT1A1	BIALLELIC, autosomal or pseudoautosomal
XPA	BIALLELIC, autosomal or pseudoautosomal
YIF1B	BIALLELIC, autosomal or pseudoautosomal
ABCD4	BIALLELIC, autosomal or pseudoautosomal
ACADM	BIALLELIC, autosomal or pseudoautosomal
ACADS	BIALLELIC, autosomal or pseudoautosomal
ACP5	BIALLELIC, autosomal or pseudoautosomal
ADAT3	BIALLELIC, autosomal or pseudoautosomal
ADD1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
AGA	BIALLELIC, autosomal or pseudoautosomal
ALDH4A1	BIALLELIC, autosomal or pseudoautosomal
APOA1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
APOA1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
APRT	BIALLELIC, autosomal or pseudoautosomal
ASXL1	BIALLELIC, autosomal or pseudoautosomal
ASXL1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ASXL1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
BAAT	BIALLELIC, autosomal or pseudoautosomal
BICD2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
BICD2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
BRF1	BIALLELIC, autosomal or pseudoautosomal
CARS2	BIALLELIC, autosomal or pseudoautosomal
CCND2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CCND2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
COA6	BIALLELIC, autosomal or pseudoautosomal
COL25A1	BIALLELIC, autosomal or pseudoautosomal
COL6A1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
COL6A1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
COX6A1	BIALLELIC, autosomal or pseudoautosomal
CPOX	BIALLELIC, autosomal or pseudoautosomal
CPOX	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
CSNK2A1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CSNK2A1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CTSC	BIALLELIC, autosomal or pseudoautosomal
CTSF	BIALLELIC, autosomal or pseudoautosomal
CTSF	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CTSK	BIALLELIC, autosomal or pseudoautosomal
DNA2	BIALLELIC, autosomal or pseudoautosomal
DNA2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FBXW7	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FBXW7	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FBXW7	Unknown
FOXP2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FOXP2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FTCD	BIALLELIC, autosomal or pseudoautosomal
GARS	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GARS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GATAD2B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GATAD2B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GK	X-LINKED: hemizygous mutation in males, biallelic mutations in females
GLYCTK	BIALLELIC, autosomal or pseudoautosomal
GNB2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GNB2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GPHN	BIALLELIC, autosomal or pseudoautosomal
GPHN	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
HPD	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
HS2ST1	BIALLELIC, autosomal or pseudoautosomal
IARS2	BIALLELIC, autosomal or pseudoautosomal
IGHMBP2	BIALLELIC, autosomal or pseudoautosomal
KIF1BP	BIALLELIC, autosomal or pseudoautosomal
LCT	BIALLELIC, autosomal or pseudoautosomal
LIPT2	BIALLELIC, autosomal or pseudoautosomal
LMBRD1	BIALLELIC, autosomal or pseudoautosomal
MAB21L1	BIALLELIC, autosomal or pseudoautosomal
MAST1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MAST1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MCCC1	BIALLELIC, autosomal or pseudoautosomal
MCCC2	BIALLELIC, autosomal or pseudoautosomal
MCM3AP	BIALLELIC, autosomal or pseudoautosomal
MED13L	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MED13L	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MED13L	Unknown
MMAA	BIALLELIC, autosomal or pseudoautosomal
MMAB	BIALLELIC, autosomal or pseudoautosomal
MRPS34	BIALLELIC, autosomal or pseudoautosomal
MYO5A	BIALLELIC, autosomal or pseudoautosomal
NAA10	X-LINKED: hemizygous mutation in males, biallelic mutations in females
NAA10	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
NARS2	BIALLELIC, autosomal or pseudoautosomal
NDUFB3	BIALLELIC, autosomal or pseudoautosomal
NDUFV2	BIALLELIC, autosomal or pseudoautosomal
NR2F1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NR2F1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
OAT	BIALLELIC, autosomal or pseudoautosomal
OTC	X-LINKED: hemizygous mutation in males, biallelic mutations in females
OTC	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
PDP1	BIALLELIC, autosomal or pseudoautosomal
PGAP1	BIALLELIC, autosomal or pseudoautosomal
PNP	BIALLELIC, autosomal or pseudoautosomal
PPP2R1A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PPP2R1A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PSMC3	BIALLELIC, autosomal or pseudoautosomal
PSMC3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PSMC3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PTBP1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PTBP1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PTRH2	BIALLELIC, autosomal or pseudoautosomal
RAB11A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RBCK1	BIALLELIC, autosomal or pseudoautosomal
RPIA	BIALLELIC, autosomal or pseudoautosomal
SCYL1	BIALLELIC, autosomal or pseudoautosomal
SDHB	BIALLELIC, autosomal or pseudoautosomal
SDHB	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SELENON	BIALLELIC, autosomal or pseudoautosomal
SLC25A13	BIALLELIC, autosomal or pseudoautosomal
SMOC1	BIALLELIC, autosomal or pseudoautosomal
SNF8	BIALLELIC, autosomal or pseudoautosomal
STIL	BIALLELIC, autosomal or pseudoautosomal
TAT	BIALLELIC, autosomal or pseudoautosomal
TBC1D20	BIALLELIC, autosomal or pseudoautosomal
TELO2	BIALLELIC, autosomal or pseudoautosomal
TGIF1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TGIF1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TMEM138	BIALLELIC, autosomal or pseudoautosomal
TPK1	BIALLELIC, autosomal or pseudoautosomal
TRRAP	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TRRAP	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
VARS2	BIALLELIC, autosomal or pseudoautosomal
WDR62	BIALLELIC, autosomal or pseudoautosomal
YARS2	BIALLELIC, autosomal or pseudoautosomal
ZIC2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ZIC2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ZMIZ1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
